AT1G01040.1-P	AT1G09700.1-P	998
AT1G01050.1-P	AT2G18230.1-P	901
AT1G01050.1-P	AT2G33040.1-P	909
AT1G01050.1-P	AT2G46860.1-P	901
AT1G01050.1-P	AT3G53620.1-P	901
AT1G01050.1-P	AT4G01480.1-P	901
AT1G01050.1-P	AT4G11150.1-P	912
AT1G01060.3-P	AT1G22770.1-P	993
AT1G01060.3-P	AT2G46830.1-P	999
AT1G01060.3-P	AT3G60250.1-P	972
AT1G01060.3-P	AT5G02810.1-P	986
AT1G01060.3-P	AT5G15840.1-P	920
AT1G01060.3-P	AT5G24470.1-P	989
AT1G01060.3-P	AT5G57360.2-P	927
AT1G01060.3-P	AT5G61380.1-P	999
AT1G01060.3-P	AT5G67380.1-P	963
AT1G01090.1-P	AT1G24180.1-P	905
AT1G01090.1-P	AT1G30120.1-P	993
AT1G01090.1-P	AT1G32440.1-P	900
AT1G01090.1-P	AT1G34430.1-P	977
AT1G01090.1-P	AT1G48030.1-P	950
AT1G01090.1-P	AT1G54220.2-P	954
AT1G01090.1-P	AT1G59900.1-P	905
AT1G01090.1-P	AT2G34590.1-P	993
AT1G01090.1-P	AT3G04050.1-P	900
AT1G01090.1-P	AT3G13930.1-P	953
AT1G01090.1-P	AT3G16950.2-P	944
AT1G01090.1-P	AT3G17240.3-P	949
AT1G01090.1-P	AT3G25960.1-P	900
AT1G01090.1-P	AT3G49160.1-P	905
AT1G01090.1-P	AT3G52200.1-P	928
AT1G01090.1-P	AT3G55650.1-P	900
AT1G01090.1-P	AT4G15530.5-P	905
AT1G01090.1-P	AT4G16155.1-P	919
AT1G01090.1-P	AT4G17260.1-P	901
AT1G01090.1-P	AT4G26390.1-P	900
AT1G01090.1-P	AT5G08570.1-P	900
AT1G01090.1-P	AT5G50850.1-P	992
AT1G01090.1-P	AT5G52920.1-P	913
AT1G01090.1-P	AT5G56350.1-P	900
AT1G01090.1-P	AT5G63680.1-P	900
AT1G01100.2-P	AT2G27710.1-P	947
AT1G01100.2-P	AT2G27720.2-P	936
AT1G01140.3-P	AT4G17615.1-P	945
AT1G01140.3-P	AT4G26570.2-P	945
AT1G01140.3-P	AT5G24270.1-P	945
AT1G01140.3-P	AT5G55990.1-P	945
AT1G01190.1-P	AT1G01600.1-P	912
AT1G01190.1-P	AT1G11600.1-P	907
AT1G01190.1-P	AT1G11610.1-P	907
AT1G01190.1-P	AT1G13090.1-P	909
AT1G01190.1-P	AT1G13100.1-P	909
AT1G01190.1-P	AT1G13710.1-P	903
AT1G01190.1-P	AT2G30750.1-P	907
AT1G01190.1-P	AT3G26150.1-P	910
AT1G01190.1-P	AT3G26160.1-P	910
AT1G01190.1-P	AT3G26170.1-P	910
AT1G01190.1-P	AT3G26190.1-P	909
AT1G01190.1-P	AT3G26200.1-P	908
AT1G01190.1-P	AT3G26210.1-P	906
AT1G01190.1-P	AT3G26220.1-P	909
AT1G01190.1-P	AT3G26230.1-P	908
AT1G01190.1-P	AT3G26270.1-P	909
AT1G01190.1-P	AT3G26280.1-P	908
AT1G01190.1-P	AT3G26290.1-P	908
AT1G01190.1-P	AT3G26300.1-P	907
AT1G01190.1-P	AT3G26310.1-P	906
AT1G01190.1-P	AT3G26320.1-P	908
AT1G01190.1-P	AT3G26830.1-P	906
AT1G01190.1-P	AT3G44250.1-P	909
AT1G01190.1-P	AT3G52970.1-P	907
AT1G01190.1-P	AT3G53280.1-P	908
AT1G01190.1-P	AT3G53290.1-P	907
AT1G01190.1-P	AT3G53300.1-P	909
AT1G01190.1-P	AT3G56630.1-P	905
AT1G01190.1-P	AT4G13290.1-P	908
AT1G01190.1-P	AT4G13310.1-P	903
AT1G01190.1-P	AT4G15350.1-P	907
AT1G01190.1-P	AT4G15360.1-P	908
AT1G01190.1-P	AT4G31940.1-P	907
AT1G01190.1-P	AT4G37310.1-P	908
AT1G01190.1-P	AT4G37330.1-P	906
AT1G01190.1-P	AT4G37340.1-P	907
AT1G01190.1-P	AT4G37360.1-P	908
AT1G01190.1-P	AT4G37370.1-P	907
AT1G01190.1-P	AT4G37400.1-P	907
AT1G01190.1-P	AT4G37410.1-P	907
AT1G01190.1-P	AT4G37430.1-P	907
AT1G01190.1-P	AT5G04630.1-P	907
AT1G01190.1-P	AT5G04660.1-P	909
AT1G01190.1-P	AT5G09970.1-P	903
AT1G01190.1-P	AT5G23190.1-P	910
AT1G01190.1-P	AT5G24950.1-P	909
AT1G01190.1-P	AT5G24960.1-P	907
AT1G01190.1-P	AT5G25120.1-P	904
AT1G01190.1-P	AT5G25130.1-P	906
AT1G01190.1-P	AT5G25140.1-P	905
AT1G01190.1-P	AT5G25180.1-P	904
AT1G01190.1-P	AT5G36220.1-P	904
AT1G01190.1-P	AT5G42590.1-P	905
AT1G01190.1-P	AT5G52320.1-P	909
AT1G01190.1-P	AT5G57220.1-P	908
AT1G01190.1-P	AT5G57260.1-P	906
AT1G01190.1-P	AT5G58860.1-P	906
AT1G01210.1-P	AT4G13720.1-P	902
AT1G01290.2-P	AT2G31955.2-P	997
AT1G01290.2-P	AT2G43760.3-P	961
AT1G01290.2-P	AT5G20990.1-P	918
AT1G01310.1-P	AT1G50050.1-P	907
AT1G01310.1-P	AT1G50060.1-P	904
AT1G01310.1-P	AT2G14580.1-P	903
AT1G01310.1-P	AT2G14610.1-P	903
AT1G01310.1-P	AT2G19970.1-P	907
AT1G01310.1-P	AT2G19980.1-P	908
AT1G01310.1-P	AT2G19990.1-P	905
AT1G01310.1-P	AT3G09590.1-P	903
AT1G01310.1-P	AT3G19690.1-P	903
AT1G01310.1-P	AT4G07820.1-P	906
AT1G01310.1-P	AT4G25780.1-P	904
AT1G01310.1-P	AT4G25790.1-P	905
AT1G01310.1-P	AT4G30320.1-P	903
AT1G01310.1-P	AT4G31470.1-P	904
AT1G01310.1-P	AT4G33710.1-P	905
AT1G01310.1-P	AT4G33720.1-P	903
AT1G01310.1-P	AT4G33730.1-P	905
AT1G01310.1-P	AT5G02730.1-P	904
AT1G01310.1-P	AT5G26130.1-P	904
AT1G01310.1-P	AT5G57625.1-P	904
AT1G01310.1-P	AT5G66590.1-P	906
AT1G01360.1-P	AT1G72770.1-P	966
AT1G01360.1-P	AT4G26080.1-P	960
AT1G01370.1-P	AT1G57820.1-P	924
AT1G01380.1-P	AT5G41315.1-P	955
AT1G01470.1-P	AT2G17840.1-P	909
AT1G01560.2-P	AT4G26070.2-P	973
AT1G01560.2-P	AT4G29810.2-P	959
AT1G01600.1-P	AT1G01190.1-P	912
AT1G01600.1-P	AT1G11600.1-P	917
AT1G01600.1-P	AT1G13090.1-P	905
