ORF Name	Intensity
YKL204W	4248700000
YHR206W	899700000
YLR440C	37297000
YBL064C	3161200000
YIL017C	1082300
YOR336W	731330000
YBR179C	250500000
YFL034W	288200000
YMR214W	2891400000
YAL048C	14482000
YDL219W	2938200000
YKL028W	831480000
YJL024C	712580000
YNL262W	2231200000
YHR040W	112220000
YMR162C	109200000
YEL051W	2954000000
YDR454C	38926000000
YGR169C-A	3416800000
YMR028W	813720000
YJL121C	7354600000
YKL017C	247860000
YNL227C	115630000
YAR042W	3181600000
YEL036C	1639400000
YPR010C-A	200030000
YBR273C	688750000
YJR050W	55862000
YEL039C	86630000
YBR101C	2384400000
YML107C	43006000
YDR407C	248440000
YPR183W	9512800000
YOR286W	5098200000
YER112W	2809300000
YMR303C	68531000
YDR397C	833690000
YMR183C	8283300000
YDR368W	35971000000
YGL128C	53959000
YDR331W	16842000
YGR229C	2542000000
YLR305C	413080000
YLL007C	24553000
YFL038C	7348800000
YBL026W	316060000
YMR307W	41660000000
YOR039W	696750000
YGL131C	12590000
YDR200C	51549000
YLR118C	3915600000
YIL033C	13985000000
YCL045C	6867100000
YBR098W	80241000
YNL091W	691540000
YOR337W	113160000
YGR095C	167100000
YPR018W	3369600000
YPL004C	52241000000
YKL127W	7868000000
YJR019C	493500000
YDR289C	2926000000
YMR313C	123560000
YMR060C	40553000
YJL001W	2641900000
YGL101W	824490000
YOL093W	1162800000
YNL193W	77690000
YPL050C	4213800000
YDL072C	8008800000
YCR073W-A	1828900000
YKL117W	11562000000
YBR137W	687180000
YDR457W	1821700000
YLR360W	2950000
YDR244W	475140000
YJL062W	474340000
YDR484W	265910000
YCR090C	343800000
YDL110C	1228600000
YML028W	68299000000
YKL073W	5276200000
YKL174C	625810000
YPL225W	9521800000
YGL004C	287000000
YIL008W	195710000
YGL185C	5664000
YOR014W	1319300000
YBR233W-A	645120000
YNL139C	1577000000
YDR075W	67405000
YGL243W	73051000
YAL014C	94451000
YPR174C	82410000
YDR443C	260190000
YMR294W	168760000
YBL015W	3756100000
YMR092C	6883500000
YDR081C	227010000
YPR139C	1847500000
YKL013C	168820000
YER094C	2321000000
YBR081C	693740000
YJL172W	14473000000
YLR342W	15601000000
YDR099W	18687000000
YDR086C	25926000000
YDR138W	1515400000
YKL179C	4868000000
YOR257W	1432300000
YPL069C	107070000
YDR264C	1378300000
YDR409W	9873600
YPL233W	139260000
YGR017W	315470000
YOR020W-A	914920000
YDR221W	783010000
YOR185C	318330000
YJR067C	321490000
YDR080W	393990000
YOR320C	551560000
YDL168W	31862000000
YHR207C	1808800000
YDL189W	206250000
YOR051C	10998000000
YPR134W	30010000
YGL067W	547140000
YGR277C	95086000
YLR319C	1334900000
YER077C	179020000
YCR004C	6942500000
YOR175C	1043500000
YOL100W	223170000
YGR272C	917870000
YMR099C	13022000000
YGL017W	668240000
YGR252W	393800000
YGR001C	4061100000
YGR232W	3684300000
YCL061C	608480000
YGL153W	4060300000
YHR166C	2063100
YPL048W	26735000000
YCR038C	77296
YPL124W	28128000
YNL153C	3638700000
YNR034W	2276200000
YPL094C	5054100000
YDR169C	679470000
YKL091C	919330000
YBR056W	5702800000
YLR314C	21193000000
YPL006W	698970000
YML069W	5739400000
YML072C	33716000000
YOR278W	307670000
YGL091C	346900000
YGR072W	223070000
YEL032W	2164700000
YBR109C	16720000000
YLR088W	10131000
YBR176W	450630000
YBL098W	389440000
YNL236W	330580000
YOR036W	82832000
YOL090W	2516300000
YDR057W	39529000
YLR396C	236910000
YKL168C	164350000
YNR040W	120030000
YIL068C	187730000
YJR089W	43327000
YJL099W	30020000
YDL167C	371730000
YOR127W	258870000
YMR073C	355970000
YNL321W	310970000
YDR311W	1163800000
YIL035C	1595200000
YBR252W	5110800000
YJL201W	114440000
YOR070C	28631000
YIL097W	12412000
YGL211W	32571000
YLR277C	85644000
YPL228W	1410100000
YDR292C	5212800000
YKR055W	118050000
YHR187W	219070000
YDR144C	1402400000
YPR176C	9513500
YML121W	65074000
YEL031W	25032000000
YPL274W	812930000
YPL106C	2.63E+11
YDR067C	81457000
YDR121W	280400000
YDR088C	351600000
YDR056C	227190000
YLR114C	1984000000
YPL208W	654630000
YPR025C	303860000
YLR368W	265630
YBL097W	229310000
YIL145C	395500000
YJL098W	703230000
YDL173W	983230000
YPR131C	20104000
YMR223W	106060000
YDR512C	291600000
YNR026C	598580000
YGL013C	294920000
YAR019C	2243200
YLR109W	1.47E+11
YDR240C	11637000
YOR057W	1352100000
YLR021W	397810000
YDL146W	15305000
YNL180C	997110000
YNL102W	1608200000
YMR153W	1392500000
YOR189W	8766200
YDL056W	116580000
YLR291C	1066500000
YDR316W	297720000
YGR130C	14805000000
YIL151C	37163000
YDL078C	20910000000
YPL058C	1429000000
YGL223C	408670000
YPR019W	1541900000
YOR276W	1510200000
YDR452W	432190000
YCR011C	644120000
YML065W	119730000
YKL160W	325090000
YJL125C	484930000
YOL139C	39190000000
YBR110W	458240000
YBR278W	27826000
YPR125W	2011400000
YOR352W	160130000
YDR198C	3715800
YGL160W	203110000
YEL038W	2729500000
YKL113C	781760000
YOR319W	150970000
YPR155C	199970000
YIL161W	87801000
YBR171W	556970000
YOR007C	47876000000
YGL203C	4236900000
YJL049W	159130000
YDL103C	14619000000
YAR003W	67373000
YPL020C	376600000
YML094W	6936200000
YDR159W	206280000
YMR078C	162620000
YLR219W	1163700000
YMR067C	965910000
YHR127W	521310000
YPR180W	645620000
YLR361C	749890000
YDR301W	289670000
YMR302C	1205600000
YLR063W	160030000
YJR088C	2388200000
YFR008W	55600000
YKR084C	1567500000
YLR405W	97986000
YBL037W	576180000
YHR077C	1205700000
YLR369W	1372800000
YJL042W	2101200000
YGL145W	516160000
YKL145W	6035900000
YPL188W	955960000
YGR149W	34182000
YJL087C	1880600000
YDR235W	160270000
YML103C	1712900000
YER087W	555090000
YPL031C	482170000
YER010C	142570000
YER013W	97631000
YBR164C	2418900000
YER009W	8796800000
YJR112W	290190000
YDR353W	44235000000
YFR011C	1611600000
YGL011C	6366300000
YJL026W	20183000000
YPL168W	881330
YBR196C	3.46E+11
YLL026W	44888000000
YML020W	34668000
YMR283C	20986000
YKL007W	11603000000
YNL215W	168960000
YDR162C	571870000
YER020W	790580000
YER007C-A	5842800000
YJR057W	546500000
YGL057C	172660000
YJL192C	1217800000
YPL258C	98574000
YNL308C	8161600000
YGL005C	269760000
YDL105W	109460000
YKL001C	138600000
YKR029C	1753700000
YGL221C	6600500000
YML101C	287460000
YEL053C	10978000
YNL253W	361920000
YJR135W-A	35297000
YPL254W	20205000
YKR037C	343770000
YLR138W	243490000
YBR026C	7939400000
YCR087C-A	1151600000
YGR173W	3976500000
YER148W	987120000
YML031W	63709000
YOR194C	307470000
YMR269W	475910000
YGR020C	6670200000
YJR142W	742090000
YLR419W	7671700000
YKL048C	40804000
YKR060W	1149100000
YIL007C	316940000
YLR148W	477300000
YER047C	91435000
YML131W	717820000
YFR007W	90645000
YMR044W	237650000
YMR224C	72749000
YEL002C	8006100000
YFL041W	1432700000
YIL085C	26472000
YBR216C	343700000
YER083C	1694300000
YOL078W	72066000
YHR073W	734890000
YDR394W	5415500000
YDR014W	15768000
YCR020W-B	209810
YFL049W	791840000
YLR430W	1159100000
YHR111W	391230000
YHR013C	1831800000
YHR107C	4589300000
YGL190C	5190700000
YDR532C	134980000
YOR103C	518420000
YPL255W	46498000
YCR071C	716560000
YER080W	11568000000
YHL018W	77018
YBR106W	30854000000
YJL041W	20527000000
YNL316C	477130000
YPL138C	156700000
YAL030W	1391300000
YER133W	1945600000
YJL126W	119470000
YLR375W	147530000
YOL138C	141300000
YML007W	1596200000
YDL014W	27594000000
YDR378C	837540000
YNL049C	1754600000
YBR159W	1232900000
YDR252W	182210000
YDR312W	162370000
YDR469W	138960000
YDL137W	5699900000
YDR473C	151640000
YOR321W	1056300000
YHR016C	427320000
YGR235C	1537500000
YER163C	1082500000
YDR141C	860910000
YDR137W	114910000
YHR156C	123380000
YGL151W	363630000
YNL007C	31550000000
YBR130C	5493600000
YDR392W	39882000
YPR082C	500490000
YBR154C	1433500000
YDL209C	145890000
YOR254C	18374000000
YMR004W	181200000
YLR034C	7990200
YKL203C	245080000
YGL174W	672390000
YFL009W	172330000
YMR296C	6335500000
YOL057W	6660900000
YNL257C	68243000
YPL227C	609700000
YGR063C	1444000000
YPL051W	127750000
YOL089C	45074000
YLR268W	2043200000
YDR517W	508980000
YDL005C	419130000
YLR438C-A	1554500000
YHR023W	3558400000
YJR100C	73114000
YKL215C	2155900000
YGR196C	1083800000
YGR166W	14601000
YNL039W	354850000
YLR032W	206240000
YIL044C	374920000
YDR062W	2688200000
YDL001W	124710000
YIR010W	79444000
YDR332W	3369100
YJR005W	224400000
YGL117W	271860000
YJR010C-A	481950000
YOR259C	8139600000
YBR123C	915790000
YCR002C	1578900000
YHR104W	13869000000
YLR310C	559130000
YDL040C	12846000000
YKL023W	646000000
YOL051W	958880000
YBR197C	95091000
YLR251W	193350000
YJR090C	27136000
YGL001C	4061800000
YML086C	5849300000
YML112W	3352400000
YMR079W	18794000000
YPR023C	317680000
YDR498C	516280000
YBR126C	18877000000
YDR019C	7099500000
YOR210W	1382300000
YMR219W	1510100000
YDR460W	747530000
YEL058W	4700800000
YCL012C	171690000
YGL048C	10096000000
YDR381W	26834000000
YNL111C	818790000
YER022W	907700000
YKR054C	51336000
YPL178W	3369100000
YNL062C	526700000
YML076C	124880000
YHR158C	6229100000
YGR179C	54286000
YMR185W	127340000
YKL041W	312470000
YNR022C	845750000
YGR156W	1263900000
YGL143C	1211000
YLR045C	1534200000
YJL066C	1546200000
YOR086C	11074000000
YKL055C	17246000
YOR112W	805010000
YHR009C	1272000000
YLR454W	1174400000
YDR007W	178150000
YOR229W	965010000
YBR286W	47948000000
YNR003C	224700000
YOL137W	200300000
YNL026W	386390000
YPR135W	1329300000
YCL034W	80569000
YCR015C	6867100000
YBL002W	644440000
YML082W	400280000
YHR178W	20269000
YLR370C	2045900000
YHR081W	1815500000
YGR089W	581740000
YDL164C	1120900000
YPL247C	419780000
YDL043C	134610000
YHL020C	283290000
YDL047W	317480000
YIL050W	881790000
YGR263C	148930000
YPL045W	25506000
YGR029W	121790000
YLR100W	7966100000
YKL196C	32305000000
YKL008C	742130000
YDL007W	12022000000
YNL108C	3319500000
YMR208W	4018300000
YDR016C	85552000
YKR080W	2610900000
YMR210W	133480000
YER057C	16291000000
YKL080W	30443000000
YER169W	278660000
YOR390W	25483000
YOL102C	151300000
YGL098W	155800000
YJR091C	864690000
YMR264W	799670000
YMR212C	1518900000
YGR253C	12233000000
YOR327C	2538900000
YNL048W	358750000
YDR049W	408100000
YMR276W	14283000000
YOL133W	9002600
YJR040W	102760000
YJL010C	646230000
YKR022C	86269000
YCR023C	430170
YOR016C	198600000
YKL063C	232560000
YDR493W	81855000
YGR087C	7889600
YML079W	2835600000
YPL105C	1823500000
YOR262W	241420000
YOR120W	3179300000
YDR245W	471140000
YAR002W	3525300000
YER128W	96320000
YMR273C	216610000
YDR150W	23649000000
YJL179W	5155500000
YJL112W	756960000
YKL159C	218210000
YCR092C	106090000
YDR027C	271650000
YDL008W	21251000
YBR095C	87671000
YLR362W	269450000
YGL244W	2238800000
YHR123W	1145800000
YMR236W	320300000
YKL038W	60958000
YDL213C	874710000
YDR508C	5093800000
YLR067C	2731300
YMR129W	4082300000
YGR033C	520830000
YHR167W	555220000
YLR191W	348080000
YBR041W	1414900000
YHR034C	386850000
YJR105W	1.30E+11
YKL062W	941570000
YNL022C	257110000
YKL033W-A	9217600000
YOR131C	2222300000
YGL201C	743440000
YDL208W	4585200000
YER014W	3101900000
YLR002C	1998800000
YFL001W	221510000
YNR019W	635110000
YKL140W	1673100000
YNL041C	1171700000
YDL188C	1256200000
YLR221C	2414600000
YML001W	5832100000
YER093C-A	56061000
YBL050W	5177500000
YLR293C	66125000000
YIL074C	5770800000
YPL100W	59278000
YDR390C	1401600000
YDL132W	8220700000
YFL005W	5480500000
YBR194W	207570000
YCL025C	433540000
YJR055W	63567000
YCR017C	91532000
YLR393W	343920000
YKR067W	1894300000
YDR477W	4092200000
YDR383C	841350000
YBR065C	303250000
YDL076C	104150000
YPR161C	710930000
YPL098C	54994000
YDR440W	289470000
YPR154W	4374400000
YML124C	9776500000
YAL026C	1445500000
YMR295C	741550000
YOR386W	89696000
YLR241W	85630000
YGL027C	8547700000
YFR004W	6340900000
YBR086C	7301100000
YGR136W	5081400000
YER168C	2669500000
YKL024C	8880000000
YOL077C	3616600000
YLR423C	57974000
YLR284C	707960000
YER073W	23233000000
YGR211W	4178800000
YHL009C	68074000
YHR112C	50245000
YDL237W	1761300000
YNL206C	1108200000
YLR055C	665490000
YNL224C	474410000
YDR182W	97411000
YDR168W	23393000000
YHR012W	4251100000
YHR101C	304470000
YNL027W	436580000
YNL156C	123030000
YLR226W	211850000
YBL101C	637980000
YGR271C-A	139550000
YBR289W	341130000
YBL103C	439100000
YOL038W	8745200000
YJR065C	12825000000
YMR152W	4261200000
YCR051W	1037600000
YHR039C-A	45875000000
YJL165C	982370000
YBR229C	1180700000
YEL006W	15357000
YMR231W	998810000
YLR090W	214680000
YDR490C	201340000
YER068W	549830000
YDL111C	156070000
YLR399C	3167100000
YGL195W	42463000000
YPL152W	130420000
YDR359C	548750000
YDR122W	2036500000
YOL069W	270680000
YNL225C	195690000
YPR052C	3730300000
YKL052C	621590000
YHR169W	72799000
YOR205C	46427000
YDR495C	72029000
YPR029C	1379400000
YPL195W	2331700000
YJL131C	330400000
YBR245C	5408600000
YKR007W	1149700000
YDR146C	147390000
YPL207W	2352600000
YKL165C	700410000
YIR007W	109400000
YHR017W	235180000
YPL260W	8503800000
YDR011W	1077900000
YBL011W	1032400000
YPR189W	2729000000
YDR091C	19867000000
YHR070W	1441500000
YGL181W	3389100000
R0020C	92998000
YJL011C	1892200000
YLR257W	9227700000
YDL166C	603250000
YNL020C	67636000
YIL002C	39876000
YPR032W	156900000
YCR033W	186230000
YOR216C	2238500000
YML125C	2947100000
YPR149W	24956000
YBR006W	333400000
YIL138C	9435500000
YPR108W	8617600000
YHR074W	1795700000
YCR028C-A	14039000000
YFR014C	633860000
YDR020C	379280000
YLR361C-A	36183000
YNL183C	1234900000
YDL029W	15305000000
YIL031W	22945000
YKL039W	402410000
YER070W	7622600000
YBR275C	759190000
YLR240W	102260000
YMR094W	9126100
YFR041C	825880000
YGL054C	379270000
YHR133C	887220000
YPR187W	3534000000
YIR012W	1978500000
YNR015W	293630000
YOL067C	243660000
YPR181C	1201300000
YHR069C	1606000000
YIL156W	74708000
YDR050C	1.93E+11
YKL002W	102810000
YAL012W	69504000000
YKR078W	116910000
YPR010C	9437100000
YPL175W	55839000
YFL037W	15753000000
Q0250	4746400
YAL008W	6744700000
YER034W	350060000
YNL309W	97743000
YBR230C	1244900000
YDR348C	1427200000
YGR058W	239390
YGR086C	44015000000
YNR035C	11505000000
YHR102W	62607000
YGR274C	1016900000
YJL084C	669630000
YJR117W	14065000000
YOR069W	817320000
YHL039W	498300000
YMR066W	20798000
YMR041C	76373000
YJL143W	429620
YOR340C	6578300000
YKR063C	93446000
YLR095C	121350000
YPR055W	785500000
YGL086W	2444600000
YML097C	886420000
YGR031W	440580000
YHR043C	2749200000
YAL046C	9350100
YER031C	11572000000
YOL111C	15159000000
YKL034W	34090000
YDR346C	12612000000
YNL161W	399790000
YDR087C	610770000
YGL111W	603610000
YFR024C-A	4281300000
YOR367W	1650200000
YKL027W	1297300000
YBR139W	2666200000
YOR275C	671340000
YGL077C	97201000
YLL023C	9300800
YDR321W	8422000000
YLR132C	28971000
YMR098C	21537000
YMR070W	442320000
YLR215C	244480000
YHR041C	973200000
YLR450W	1320500000
YDL147W	5257300000
YGR004W	2622000
YKL065C	2984700000
YML017W	5609200000
YLR014C	9313800
YDR108W	14951000
YHR200W	7968300000
YGL252C	1456300000
YMR304W	2785500000
YHL014C	45258000
YMR217W	70344000000
YGL231C	1532700000
YMR218C	22811000
YHR182W	32049000
YAL022C	4753700
YFR001W	737020000
YBR120C	624050000
YPR033C	21877000000
YJL204C	171270000
YMR235C	15870000000
YGR009C	489080000
YNL001W	700750000
YNL119W	623220000
YDR079W	606030
YPL181W	197560000
YOR341W	26308000000
YOL010W	315370000
YLR208W	11416000000
YHR110W	28934000
YDR145W	1376600000
YHR132W-A	1201700000
YOR362C	31259000000
YLR272C	247970000
YBR288C	196280000
YDR120C	5431500000
YDL160C	17271000000
YBR222C	4797700000
YPL129W	2944300000
YJL138C	38067000000
YGR099W	266120000
YBR014C	4322000000
YNL149C	2165900000
YKR096W	890280
YKR043C	160430000
YGL237C	125440000
YGL107C	718360000
YML021C	579570000
YDL165W	331270000
YBL034C	126430000
YDR119W	578900000
YMR285C	1245700000
YBR068C	148730000
YML130C	2248100000
YPL030W	1217000000
YHR064C	1.53E+11
YNL168C	3932000000
YNL330C	2293500000
YHR155W	144450000
YDL193W	795430000
YLR401C	1523000000
YAR002C-A	2521100000
YIR023W	146700000
YDR422C	156870000
YLR068W	212560000
YLR086W	486420000
YFL008W	2303900000
YPR162C	244150000
YKL056C	83998000000
YPR086W	1041700000
YHR038W	609930000
YOR311C	1176200000
YGR261C	1263300000
YNR047W	104900000
YDR176W	448510000
YIL105C	872360000
YIL077C	146650000
YMR267W	1318800000
YLR429W	15604000000
YDL025C	1159300000
YDR202C	150310000
YML098W	27927000
YKL003C	24910000
YDR345C	1582600000
YGR255C	436140000
YMR149W	4861500000
YGR251W	128910000
YBL028C	257060000
YGL241W	104910000
YGL065C	479100000
YNL024C	3864900
YDL053C	1394200000
YDR117C	2358200000
YDL064W	4372600000
YBR280C	148520000
YOL022C	1310700000
YDL074C	2445700000
YOR251C	4123800000
YJR009C	1.04E+11
YLR181C	1066800000
YGL207W	23583000000
YNL197C	1623800000
YGL167C	23453000000
YMR178W	2887100000
YNL084C	3709500000
YIL026C	235790000
YBR166C	1375600000
YKL025C	415820000
YPL268W	5049200
YER157W	209690000
YKL057C	146230000
YMR314W	13068000000
YOR021C	8088500000
YDR128W	51238000
YMR263W	419100000
YER114C	1193200000
YOR056C	4278100000
YLR087C	5856600
YJL061W	1485500000
YGR012W	907160000
YHR164C	236160000
YDR207C	231780000
YPR024W	4388800000
YOL094C	1771500000
YCR054C	159300000
YJL207C	204570000
YOR117W	16056000000
YKL173W	787740000
YML106W	5470900000
YOR123C	1785200000
YJL019W	403240000
YMR270C	77668000
YGR172C	179290000
YPL219W	46229000
YLL001W	5422500000
YNL255C	936900000
YEL034W	1.16E+11
YLR223C	363940000
YHR197W	1103600000
YMR097C	121700000
YDR233C	60414000000
YBL063W	78521000
YLR192C	11213000000
YER161C	513680000
YLR260W	271460000
YLR005W	528690000
YLR212C	144800000
YNL323W	1432200000
YFL036W	142410000
YOR132W	136030000
YLR119W	486090000
YCR088W	31907000000
YJR049C	655880000
YGR181W	1212300000
YGR283C	89156000
YCL029C	415340000
YMR250W	3726100000
YIR006C	14272000000
YBR237W	42474000
YKL094W	7976200000
YOR035C	161520000
YIL062C	6540300000
YOR241W	849280000
YOR232W	5822900000
YMR205C	81262000000
YGR147C	256460000
YEL065W	49546000
YPL116W	406700000
YKL005C	413790000
YBR212W	505670000
YPL169C	3808800000
YLR003C	718710000
YCR043C	98850000
YIL112W	190210000
YPR178W	365780000
YFR015C	964300000
YER171W	362090000
YNL172W	259980000
YHR008C	11125000000
YFL023W	1676500000
YOR299W	22047000
YDR084C	283080000
YML080W	541010000
YER004W	3422600000
YER122C	10299000000
YJR131W	303870000
YIL021W	2593400000
YMR027W	4737000000
YOR184W	62817000000
YGR120C	638750000
YDR097C	1149200000
YOL124C	314660000
YNL032W	487200000
YHL031C	695180000
YER019W	36625000
YLR352W	7979600
YDL171C	97402000000
YGL043W	6775400000
YNL074C	80813000
YMR139W	273980000
YMR080C	1901000000
YGL025C	504790000
YBR058C	992850000
YMR293C	7351200
YGR278W	14940000
YJL155C	923510000
YOR042W	5386100000
YNR013C	2079100000
YPL262W	19124000000
YGL040C	4530700000
YPL097W	9474400
YOL149W	457130000
YDR255C	105800000
YLR139C	7054200
YOR076C	384350000
YDR325W	250370000
YLR245C	270640000
YBR155W	3457800000
YDR412W	3198000000
YOR160W	199500000
YPL009C	6787400000
YHR030C	936200000
YML078W	31995000000
YMR076C	737050000
YHR114W	4174800000
YKR086W	23541000
YBR091C	42319000
YDL073W	8410300
YPL010W	3399200000
YGR170W	239840000
YIL149C	2233900000
YGL130W	2451700000
YAL017W	1766700000
YGR093W	252860000
YDR376W	921300000
YOR085W	1573700000
YPL115C	741080000
YBL086C	128250000
YPL122C	671310000
YHR063C	10824000000
YDR243C	272370000
YDL095W	7345900000
YMR275C	505000000
YER021W	4962900000
YEL026W	27740000000
YMR278W	1660400000
YDR257C	232890000
YKL192C	21033000000
YPR169W	1944500000
YDL115C	486690000
YKR023W	353500000
YDR226W	76342000000
YCR016W	1847900000
YDR068W	1258200000
YBL023C	360580000
YKL040C	7388400000
YIL128W	220520000
YDL097C	9901400000
YLR287C	793930000
YPR118W	10538000000
YGR091W	31646000
YDR001C	4706500000
YNL118C	5920000000
YHR099W	1091500000
YDR219C	333220000
YGL094C	472750000
YOL151W	4466600000
YBL059C-A	209250000
YOR360C	49897000
YPL151C	284790000
YBR283C	595480000
YGR100W	1199900000
YIL065C	1339000000
YDR496C	2145300000
YKL075C	608120000
YLR372W	5093500000
YBR024W	179480000
YIR038C	5814600000
YBR015C	5075000000
YMR014W	1177400000
YEL056W	2161200000
YER162C	28098000
YGR128C	1653800000
YIL155C	806070000
YER129W	49146000
YDR021W	236040000
YNR032C-A	2122300000
YBR246W	251660000
YPL084W	4380400000
YOR022C	120180000
YGR076C	296820000
YOR138C	1481700000
YGL184C	91140000
YLR060W	44513000000
YOL115W	285640000
YKR025W	1155500000
YKL105C	294620000
YLR355C	3.00E+11
YNL010W	36832000000
YDR441C	879380
YDR302W	161170000
YLR115W	220290000
YOL056W	892170000
YNL243W	8872700000
YJL128C	521650000
YEL063C	632790000
YJR024C	32505000
YFR009W	18862000000
YKL009W	2676400000
YDR328C	4753700000
YDL044C	724790000
YMR209C	232260000
YDR074W	17881000000
YGR163W	123520000
YGR241C	329510000
YLR189C	96291000
YDL178W	4983800000
YDR096W	540750000
YFR044C	51724000000
YJR139C	1.54E+11
YDR166C	764270000
YBL067C	836730000
YLR064W	5490500
YPL082C	1992600000
YIR024C	150450000
YBR044C	165640000
YBL036C	5362900000
YJR031C	356700000
YBR035C	13046000000
YOL049W	3153700000
YLR146C	859030000
YIL038C	1212600000
YNL250W	1702300000
YIL104C	589130000
YDL201W	2194400000
YDR427W	10694000000
YHR196W	738040000
YOL087C	781440000
YHR051W	3242600000
YOR353C	143330000
YBR255W	175270000
YHR165C	757160000
YOR061W	6185100000
YKL021C	771430000
YDR476C	172920000
YPR031W	11524000
YER110C	68342000000
YPR148C	7201400000
YGR262C	753750000
YPL091W	20725000000
YDR280W	1208800000
YJL100W	10604000
YOR098C	2171700000
YML071C	635860000
YLR253W	1192400
YLR024C	1389300000
YKL130C	166610000
YAL032C	530440000
YGR134W	65835000
YJR125C	5251600000
YGL180W	115620000
YDR324C	675060000
YAL042W	1695400000
YOR209C	14027000000
YIR004W	2882700000
YNL076W	489510000
YER040W	64488000
YLR143W	1020100000
YJL090C	637620
YLR197W	64806000000
YJR134C	2292800000
YDL185W	2.44E+11
YDR391C	558190000
YNR021W	7765100000
YMR039C	2048200000
YOR110W	959750000
YMR117C	361910000
YGL208W	149020000
YJR093C	1702100000
YLR186W	1348500000
YGR005C	2772500000
YDR267C	27895000
YNL229C	542690000
YPR063C	37391000
YDR170C	4162800000
YOL045W	641730000
YDR156W	593290000
YBR227C	1808400000
YLR421C	6636100000
YOR004W	378420000
YBR096W	564900000
YMR246W	14481000000
YGR240C	1.48E+11
YGR198W	146140000
YDR356W	3053500000
YJL095W	124780000
YBR249C	35155000000
YBR151W	2084500000
YIL041W	35465000000
YIL004C	529160000
YER178W	24189000000
YIL075C	12875000000
YLR196W	10176000000
YPR089W	442840000
YGR220C	693370000
YOR291W	205950000
YGL100W	602650000
YFR002W	2561000000
YML011C	66138000
YBR094W	1446300000
YDL113C	471010000
YDR093W	362300000
YJL110C	242990000
YGL227W	698580000
YDR110W	40117000
YBR121C	1.41E+11
YML120C	3193400000
YBR256C	4178600000
YDL055C	2.20E+11
YNL317W	186490000
YDR434W	91584000
YOL061W	4987300000
YIL027C	2481800000
YIL130W	218230000
YGR075C	5533500
YMR233W	445950000
YMR029C	2547800000
YNL248C	5581000000
YGL056C	495410000
YLR182W	1884800000
YLR248W	4861600000
YAL024C	194560000
YGL213C	721710000
YGL196W	632020000
YIR003W	3702700000
YLR113W	4400000000
YJR042W	429630000
YGR266W	2027600000
YNL154C	2200100000
YOR252W	119190000
YKR035W-A	3060600000
YGL200C	1297000000
YPR190C	1078600000
YDL099W	1788100000
YDR515W	686020000
YOL062C	209830000
YLL048C	7319200000
YPL059W	4641000000
YIL124W	375860000
YML008C	44588000000
YLR309C	7818200000
YJL082W	1223300000
YDR505C	373970000
YLR017W	4202900000
YOR270C	14698000000
YDR135C	2312800000
YFL045C	39737000000
YFR034C	104410000
YOR253W	4999800000
YNL246W	142520000
YPL067C	624890000
YMR192W	976950000
YPL028W	46596000000
YKL126W	5312700000
YGR019W	7670400000
YPR143W	2807300000
YGL020C	1929300000
YOR048C	3567700000
YOR273C	188240000
YJL154C	644460000
YLR380W	7676100000
YJR068W	2911900000
YFL007W	689020000
YGL022W	149670000
YML111W	501630000
YDR059C	1199300
YNL075W	1170500000
YPL270W	192880000
YDR022C	909390
YGR185C	75938000000
YGR217W	17018000
YOR224C	1622600000
YMR077C	49074000
YAL003W	1.28E+11
YAL036C	5151000000
YDR012W	42800000000
YOL021C	1849300000
YJL002C	829050000
YKL012W	442400000
YNL251C	2357700000
YML015C	185410000
YHL011C	4689600000
YPR072W	3905900000
YOR166C	76254000
YER008C	596910000
YMR061W	671740000
YLL036C	949950000
YIL108W	1753300000
YOR101W	2089800000
YGR186W	2717600000
YBR087W	885590000
YDR165W	2844400000
YKR070W	1595400000
YDR335W	1189600000
YDL136W	1.17E+11
YNR033W	207670000
YNR054C	1871400000
YHR122W	757410000
YER023W	31759000000
YDR013W	43465000
YAR018C	59090000
YHR068W	27275000000
YGL092W	2743000000
YOL017W	1438700
YCL016C	117390000
YHL016C	4596600
YDR520C	46693000
YER048W-A	1620400000
YKR065C	1127800000
YBL068W	2371100000
YNL297C	501400000
YIL063C	4344000000
YDR363W-A	1384500000
YLR422W	57931000
YBL079W	1009800000
YLR166C	829190000
YPR159W	241630000
YFR048W	21416000
YDL120W	1628800000
YGL141W	13100000
YFR052W	17711000000
YKR048C	9454100000
YOR003W	6653300
YGR246C	239560000
YLR425W	9949400
YDL205C	5008700000
YBL045C	15519000000
YPR133C	6980600000
YML105C	5587000000
YJR007W	15418000000
YAL043C	939220000
YLL040C	5859700000
YOR308C	74068000
YHR082C	358410000
YMR022W	491360000
YLR363C	233000000
YJR060W	4759000000
YDL124W	42639000000
YBR221C	39209000000
YOR001W	2535700000
YER059W	204420000
YIL109C	9690000000
YKL068W	1821000000
YHR113W	4330000000
YFL022C	52309000000
YCR057C	256190000
YOR181W	1373600000
YDR239C	198950000
YML049C	257770000
YIL111W	1565100000
YPL222W	175410000
YGR267C	1907100000
YER105C	2786600000
YMR260C	10020000000
YPL183C	164290000
YJL117W	252220000
YOR206W	6777600000
YNR074C	613740000
YIL115C	6435100000
YEL042W	10695000000
YNL055C	1.58E+11
YML030W	349190000
YLR022C	3006000000
YGR200C	1403800000
YCR047C	623210000
YDL126C	91224000000
YHL033C	28658000000
YOR046C	13518000000
YIL103W	307750000
