ORF Name	Intensity
YLL011W	1148700000
YPL101W	631610000
YNL292W	3294700000
YKL176C	18198000
YCL010C	87696000
YJL148W	4002200000
YJR014W	7144200000
YKL088W	723540000
YPR097W	1886000000
YOL055C	557980000
YMR093W	1163100000
YLR386W	221210000
YGL233W	205710000
YGR119C	8653400000
YLR259C	1.85E+11
YBR281C	2028900000
YBR108W	814730000
YOL076W	3288000000
YOR335C	1.50E+11
YPR048W	253560000
YGR184C	759930000
YNL051W	534880000
YDL022W	21457000000
YHR171W	101050000
YDR456W	193540000
YBR080C	9768100000
YNL064C	57256000000
YDR028C	3957000000
YOR217W	2850300000
YNR006W	2130100000
YMR247C	455030000
YNL045W	1606200000
YGL066W	922840000
YOR272W	3219200000
YBR279W	3154300000
YKR095W	15891000000
YOR310C	24884000000
YDR296W	758060000
YJL137C	283920000
YLR195C	16925000000
YER091C	4.54E+11
YPR041W	50210000000
YFL024C	271930000
YLR117C	34227000
YGL251C	216010000
YLR243W	305240000
YGR285C	83710000000
YER087C-B	42484000
YBR049C	6266500000
YGL068W	4965800000
YLR290C	1068500000
YLR206W	2687900000
YBL069W	1357100000
YIL135C	119460000
YDL116W	1486000000
YOR119C	316350000
YLR389C	6245500000
YOL098C	4503900000
YGL073W	475270000
YGR210C	1873400000
YDR055W	1045600000
YKL181W	3783700000
YBL032W	9763700000
YER176W	390650000
YIL142W	23791000000
YOR260W	1846400000
YNL264C	2359700000
YDL102W	349840000
YDR385W	4.66E+11
YJL140W	3310600000
YDR486C	314650000
YEL013W	5727500000
YDR107C	629830000
YHR170W	2245800000
YGR270W	3960500000
YNL244C	16688000000
YLR020C	110410000
YMR104C	194560000
YPR088C	5256900000
YAL016W	3731000000
YNL011C	280210000
YLL021W	7057100000
YAL021C	2209400000
YDR023W	73450000000
YGR167W	19198000000
YJR011C	21469000
YDL077C	949350000
YGL105W	45731000000
YPR110C	8905500000
YGL006W	803260000
YER099C	584290000
YHR172W	216010000
YER120W	22607000000
YOR198C	57804000000
YPR104C	339160000
YPL092W	27454000
YBL051C	1586100000
YCR066W	19324000
YCR042C	492100000
YGL171W	2034600000
YNL186W	1015200000
YNL009W	89583000
YHR065C	1728100000
YJL006C	49541000
YMR315W	17245000000
YFR016C	6017300000
YHR089C	2315600000
YJL029C	532890000
YBL033C	1065300000
YLR044C	1.25E+12
YOR191W	151940000
YLR027C	68889000000
YJR094W-A	4417200
YDR449C	1116000000
YIL039W	1168700000
YLR455W	919820000
YCR093W	3984900000
YPL145C	18070000000
YLR134W	1601900000
YOR118W	673350000
YDR204W	346130000
YLR175W	13749000000
YKL047W	280290000
YKR024C	418610000
YLR228C	119080000
YNL002C	2112400000
YMR038C	11648000000
YFR045W	49152000
YKL122C	250740000
YHR076W	3309600000
YKL212W	11455000000
YOR290C	634910000
YLR324W	679930000
YJL176C	2904000000
YLL038C	174180000
YKR082W	4182800000
YJR048W	2843700000
YCR067C	139770000
YER177W	82550000000
YJL122W	103190000
YOL016C	2553400000
YMR165C	626680000
YGR074W	252150000
YGR194C	676960000
YLR106C	7183500000
YHR088W	930050000
YPR062W	1370200000
YGR081C	1202500000
YCR072C	916430000
YDL084W	38840000000
YGR123C	4092400000
YKL186C	437120000
YER053C	6023100
YGL083W	400090000
YIL084C	28070000
YJR138W	176100000
YHR193C	46511000000
YHL030W	2154100000
YPL240C	5.02E+11
YDL046W	450410000
YPL022W	30456000
YJL164C	137560000
YPL217C	4404000000
YJL183W	3300000000
YOR167C	48036000000
YFR039C	120630000
YDL133W	50321000
YEL015W	1030600000
YHR186C	165530000
YLR436C	91074000
YML061C	108450000
YJR035W	172830000
YJL104W	2109700000
YMR049C	8201700000
YNR011C	334170000
YIL005W	1778500000
YKL182W	3.02E+11
YIL040W	375140
YOR164C	3221900000
YGR276C	1178500000
YER033C	126370000
YDR061W	1272100000
YAL029C	437360000
YMR086W	3385900000
YLL013C	1811000000
YPL023C	361870000
YGL206C	50014000000
YDL207W	249740000
YCR034W	1006300000
YAL044C	14506000000
YGL159W	42120000
YBR172C	2057200000
YGR244C	23259000000
YOR058C	2135900000
YIL090W	19826000
YDR294C	5195600000
YML012W	770270000
YJL109C	1664200000
YOR196C	1888800000
YPL211W	3094500000
YPL237W	23196000000
YPL016W	679890000
YJL074C	1592300000
YMR075W	764890000
YDR531W	517030000
YHR003C	333860000
YGR192C	1.36E+12
YKL134C	149290000
YCL059C	2207600000
YLR039C	218900000
YBR074W	1234400000
YPL199C	1668400000
YOL041C	5955300000
YIL009W	1779500000
YNL061W	9419600000
YNL138W	23287000000
YOR267C	996280000
YDL145C	24669000000
YGR207C	9710600000
YAL056W	237110000
YER019C-A	42587000
YOL145C	3467400000
YBL104C	363910000
YPL266W	2798000000
YGR155W	2.04E+11
YJL020C	13568000000
YKR066C	16204000000
YJR076C	2490900000
YKL081W	58440000000
YDR017C	1484700000
YLR285W	3637700000
YKR079C	983170000
YPR129W	2681700000
YCR030C	4300500000
YMR005W	3608300000
YER082C	2984100000
YLR447C	1725400000
YKL033W	15947000
YKR016W	5535400000
YBR003W	969080000
YJR017C	12302000000
YDR432W	7111000000
YJR066W	1039600000
YNL182C	1889500000
YER123W	999850000
YOR347C	799850000
YNR037C	179570000
YJL008C	23151000000
YDR189W	3928500000
YHR148W	774570000
YNL113W	1058900000
YDR083W	1361000000
YLL008W	4239300000
YBR034C	1004400000
YBR017C	3684100000
YBR140C	235690000
YEL037C	4344400000
YDR211W	3491900000
YPL157W	12586000
YGR140W	20973000
YER172C	1704600000
YBR208C	10853000000
YNL175C	5695400000
Q0055	11450000
YMR282C	28490000
YAL013W	693840000
YLR336C	517900000
YGL119W	301750000
YNL307C	6562100000
YNL290W	3562300000
YML025C	809630000
YLR397C	1444000000
YHR052W	4205500000
YLR172C	582050000
YOR090C	1276100000
YHL021C	6323400000
YML123C	650700000
YOL004W	2449600000
YDR472W	211010000
YFL034C-A	2283500000
YKL098W	638070
YOL086C	8.83E+11
YOR323C	39338000000
YKL218C	1647100000
YOR371C	729010000
YIL061C	106430000
YJR148W	12238000000
YHR190W	9652300000
YHR027C	18769000000
YJL014W	16834000000
YPL120W	151940000
YPL263C	1903600000
YKL074C	343980000
YOL033W	981430
YBR239C	20546000
YDR192C	186250000
YIL129C	365790000
YKL172W	3454300000
YIL098C	140870000
YJR077C	10509000000
YHR085W	551560000
YBL105C	583750000
YGR054W	7287400000
YLR077W	308000000
YBL024W	27169000000
YDR395W	4145700000
YLR065C	454410000
YER125W	1713700000
YLR025W	4996800000
YER049W	5008200000
YNL110C	6350900000
YLL018C	76211000000
YNL189W	1285300000
YAL038W	3.87E+11
YLR403W	264860000
YOR332W	1.16E+11
YDR511W	739620000
YPR105C	797370000
YGR187C	2105900000
YPR133W-A	4188200000
YBR127C	62048000000
YBL099W	35252000000
YCL057W	13035000000
YGL044C	623220000
YMR102C	329930000
YDL031W	1585500000
YPL231W	3.41E+11
YER007W	19399000
YKR018C	1333200000
YDL092W	1006600000
YGL245W	1.33E+11
YHR159W	132640000
YKR021W	60387000
YBR142W	2314400000
YER151C	5924600000
YDL229W	8.12E+11
YPL085W	5887000000
YPR036W	15397000000
YMR277W	200960000
YLR335W	11898000000
YOR095C	5820700000
YBR199W	1589500000
YKR058W	95051000
YLR222C	1167900000
YBL022C	8551600000
YAL023C	1407600000
YNL199C	347310000
YGL122C	835630000
YOR234C	2792500000
YGL078C	15600000000
YLR398C	2635700000
YMR048W	140230000
YOR356W	4015200000
YML057W	1435400000
YBR118W	5.77E+11
YML070W	45394000000
YBR002C	103920000
YBR097W	16530000
YOR287C	1305000000
YGL226C-A	1130100000
YER062C	20122000000
YLR179C	27720000000
YML022W	15858000000
YOR043W	903810000
YDR148C	10889000000
YPR185W	158730000
YNL313C	1538200000
YHR028C	1091400000
YER044C	689470000
YOR159C	34278000
YNR051C	4796900000
YPR163C	28015000000
YDR364C	557750000
YDR421W	2480600
YJL101C	1593500000
YER111C	93653000
YDL144C	159510000
YHR143W-A	1946300000
YPL095C	16408000
YLR075W	1.70E+11
YKL010C	709650000
YOR165W	6675300000
YLR133W	3489400000
YGR231C	9604300000
YDR466W	20315000
YLR150W	74973000000
YNL067W	3574700000
YGR082W	442360000
YOR354C	1272200000
YGL019W	1712900000
YDL143W	10487000000
YGL016W	2098600000
YCL028W	6064700000
YOR271C	1414900000
YGL140C	73149000
YKL157W	33849000000
YDL212W	1080600000
YGR083C	2304600000
YKL006W	44215000000
YHR128W	22760000000
YLR427W	102770000
YJL168C	1032000000
YNL315C	1481400000
YJR045C	2.83E+11
YPR144C	658900000
YNL071W	60222000000
YOR221C	32280000
YMR290C	6287300000
YLR264W	16762000000
YDR181C	133870000
YMR010W	149140000
YNR067C	118150000
YIL078W	60814000000
YJR064W	24056000000
YLR099W-A	10053000
YPL037C	46401000000
YLR448W	50514000000
YPR091C	3967700000
YJR032W	989840000
YOR151C	4118100000
YMR301C	233140000
YML048W	6490200000
YNL004W	1430300000
YDR212W	15254000000
YKL151C	1496100000
YIL076W	7379800000
YNL151C	1260200000
YER027C	797500000
YHR108W	11093000000
YGL246C	723500000
YML067C	1625000000
YPL239W	4408300000
YCR053W	1.37E+11
YPL243W	6865700000
YJL111W	15950000000
YLR312W-A	1565400000
YER165W	1.72E+11
YCL052C	1859000000
YMR159C	26198000
YDR404C	119590000
YPR191W	25667000000
YGR280C	1257700000
YGL238W	2014500000
YJL005W	1110200000
YGL120C	4003000000
YJR137C	2438000000
YLR029C	55589000000
YDL150W	1808600000
YKL207W	1053400000
YBL091C	5553600000
YDR129C	45087000000
YIL046W	667240
YGR237C	454360000
YIL070C	1473200000
YDR419W	16434000
YGL135W	70908000000
YBL004W	2127100000
YER146W	492020000
YML114C	314730000
YER063W	7432600000
YGL031C	99381000000
YDL060W	1655300000
YML035C	2909600000
YMR215W	5105200000
YFL021W	297440000
YNL126W	34226000
YPR173C	2753500000
YLR442C	327680000
YPL126W	3833600000
YFR040W	755070000
YKL060C	1.05E+12
YMR125W	3493400000
YJL060W	6467500000
YML073C	1.59E+11
YGL222C	50514
YOL027C	4247700000
YDR487C	12597000000
YBR029C	44178000000
YHR042W	10039000000
YOR142W	19249000000
YBR061C	1404200000
YHR058C	736690000
YGR162W	19821000000
YER107C	1541900000
YPL212C	9334700000
YMR286W	324580000
YGL103W	1.44E+11
YKL129C	1840100000
YOL123W	10408000000
YLR262C	514270000
YKR026C	529380000
YKR001C	35204000000
YGL115W	467800000
YHR202W	29247000
YDR524C	14357000
YFL002C	410830000
YJR070C	16537000000
YDR291W	29627000
YCR077C	2555300000
YPL063W	15082000000
YGR195W	162740000
YJL076W	8660300000
YFR025C	551210000
YER002W	4030600000
YGR158C	39085000
YDL122W	2730200000
YLR129W	1216100000
YIR026C	1239600000
YBR191W	1.01E+11
YKL082C	2190400000
YLR071C	388710000
YDR380W	54612000000
YNL282W	126740000
YER132C	68889000
YPR112C	6755200000
YDR372C	2227000000
YJL055W	11521000000
YGL172W	506940000
YJL197W	620560000
YKL213C	1753700000
YJL146W	158310000
YHR037W	7339300000
YDR116C	663810000
YBR037C	262790000
YLR276C	3212000000
YJL039C	372260000
YDR310C	955770000
YJL054W	1917600000
YOR091W	3705300000
YER126C	5887900000
YAR008W	82611000
YDL190C	4693200000
YPL139C	552880000
YPR020W	792650000
YPL194W	13062000
YHR025W	10300000000
YDR060W	9433700000
YNR016C	1.54E+11
YMR037C	360950000
YMR271C	29144000
YOR195W	2310800000
YOR128C	8060200000
YJR130C	262440000
YBR136W	42836000
YNL016W	15521000000
YGR148C	32146000000
YKR006C	1975600000
YBR085W	17486000000
YDR399W	3163300000
YKL032C	654740000
YLR188W	111530000
YNL136W	65694000
YHR066W	2569800000
YAL051W	278220000
YML074C	5665400000
YMR146C	15931000000
YBR007C	120450000
YER048C	10936000000
YLL024C	1.98E+11
YIL091C	1270200000
YGL229C	66716000
YDR231C	815630000
YDR347W	1185000000
YGL023C	352970000
YPR137W	1666600000
YPL271W	1412900000
YDR227W	1305600000
YGR145W	1831000000
YBR143C	25204000000
YOL127W	82500000000
YDR161W	834690000
YMR237W	1053800000
YNR038W	768160000
YBL092W	1.07E+11
YEL029C	33125000
YFR030W	1025000000
YIL144W	579270000
YML110C	2125200000
YKR081C	2185300000
YKR090W	277390000
YCL044C	353470000
YDR188W	10565000000
YDL192W	190650000
YIL143C	161120000
YML010W	5736100000
YLR028C	41451000000
YOL064C	5454100000
YJR110W	23898000
YOR197W	5225300000
YOR063W	2.48E+11
YNL131W	4217200000
YEL052W	513860000
YDR238C	9369100000
YMR109W	4760000000
YMR025W	430270
YDL063C	1196500
YMR229C	38221000000
YDR530C	948420000
YDR178W	251490000
YOR171C	3228700000
YBL082C	46974000
YLR244C	9364800000
YGL012W	585550000
YGR085C	1.90E+11
YDR341C	42611000000
YKL194C	89991000
YJR041C	391130000
YGR132C	5943900000
YPR100W	223010000
YGR094W	1.44E+11
YLL045C	2.41E+11
YDR298C	29451000000
YMR024W	3199200000
YPL137C	914090000
YHR010W	1.72E+11
YBR247C	7552600000
YNL252C	1617800000
YNR066C	326490
YMR142C	42775000000
YOR099W	3830900000
YJL103C	35467000
YDL088C	318140000
YBR265W	255280000
YOL066C	1856200000
YKR072C	668150000
YML100W	12172000000
YLR051C	544510000
YGL030W	13971000000
YPL198W	21200000000
YER018C	87973000
YOR204W	30488000000
YLR083C	2792000000
YDL082W	301120000
YNL178W	34726000000
YLL034C	2156300000
YMR047C	2285500000
YMR188C	636530000
YDR354W	4636400000
YGL049C	6715600000
YDL195W	47225000000
YLR304C	2.76E+11
YNL148C	41460000
YPR156C	419970000
YIL064W	1803300000
YPL053C	921380000
YNL231C	14727000000
YPL144W	60279000
YMR242C	11671000000
YGL093W	4508600000
YGR199W	371690000
YNR053C	3993300000
YHR141C	18888000000
YKL079W	1256700000
YLR015W	195100000
YLR298C	1331200000
YPL246C	1776000000
YHR047C	1777600000
YOR020C	40501000000
YDR172W	26070000000
YNR023W	2316500000
YDR470C	80507000
YIL088C	379100000
YBR248C	30292000000
YBR025C	60530000000
YER166W	1195500000
YBR149W	19831000000
YLL058W	16777000
YOR293W	40580000000
YML037C	48357000
YOR168W	47699000000
YIL107C	768300000
YNL216W	5672200000
YKL078W	133330000
YPR164W	5238000
YML014W	152720000
YNL044W	5597900000
YOR027W	1.03E+11
YNL163C	2570300000
YBR046C	856050000
YHR083W	178910000
YDR430C	3876200000
YGR034W	1.87E+11
YNL132W	9517000000
YHL029C	277690000
YEL030W	6808900000
YLR344W	25352000
YMR186W	87039000000
YOL039W	1.11E+11
YHR072W-A	6409100000
YOL144W	1345800000
YKR028W	2007900000
YNL247W	31735000000
YKL167C	32138000
YER089C	12037000000
YHR147C	842010000
YDR322W	854130000
YBR031W	2.30E+11
YBL058W	4716000000
YDR428C	34491000
YDR158W	1.04E+11
YOR143C	431800000
YFL018C	48363000000
YJR118C	181520000
YEL022W	2176100000
YER025W	18248000000
YOR017W	86901000
YBL007C	16662000000
YPR047W	439850000
YKL180W	1.21E+11
YPL273W	18131000000
YMR157C	98248000
YDR375C	280750000
YJL080C	1.25E+11
YGL055W	10381000000
YPL215W	414600000
YJL208C	787720000
YGL137W	10544000000
YGR193C	12203000000
YGL099W	6277800000
YHR062C	414030000
YPR016C	711700000
YPL032C	4131000000
YDR041W	782380000
YGL147C	2.74E+11
YIL133C	61163000000
YKL195W	2436300000
YOR370C	762150000
YBL030C	34856000000
YLR330W	5425400000
YPL131W	14944000000
YGL076C	2.77E+11
YHR203C	2.67E+11
YHL038C	196210000
YPL043W	3892300000
YPL210C	2028800000
YFR031C-A	1.43E+11
YFL025C	3439400
YNL167C	201610000
YDR058C	1939400
YER056C-A	9779600000
YGR124W	53355000000
YJR111C	231220000
YOR350C	159410000
YLR439W	205380000
YBL054W	243960000
YJR121W	67430000000
YDR429C	10162000000
YER003C	58289000000
YOL044W	845580000
YJR133W	3215300000
YPR004C	3636100000
YBL027W	3.92E+11
YIL053W	2.62E+11
YGL173C	36087000000
YJL069C	880170000
YJR002W	4608100000
YOR361C	22060000000
YLR337C	1824600000
YDL153C	3740300000
YOL059W	21726000000
YHR024C	4213500000
YNL073W	25304000
YLR008C	1889000000
YPR002W	162690000
YDR293C	3819800000
YAL059W	1810900000
YMR089C	3106200000
YKL191W	84351000
YKL045W	425010000
YKL143W	1766300000
YNL069C	67994000000
YHR117W	2176300000
YPL143W	26100000000
YHR029C	3311700000
YBL076C	99346000000
YIL125W	12487000000
YNL130C	782800000
YPR035W	43025000000
YLR258W	6710600000
YPR128C	163830000
YDR266C	2229300000
YLL032C	20881000
YMR115W	474880000
YFL016C	2667300000
YBR122C	187860000
YGR116W	10928000000
YMR259C	247800000
YDR408C	1743000000
YDR418W	1.23E+11
YNL278W	183030000
YGL014W	1254300000
YPL110C	301380000
YLR340W	1.51E+11
YFR051C	5864400000
YOR223W	73074000
YBR039W	20645000000
YEL060C	3683100000
YGL026C	96992000000
YLR069C	1842700000
YBL087C	369550000
YHR195W	750910000
YPL162C	2117000
YER006W	12654000000
YGR103W	14949000000
YDR194C	4235000000
YDR370C	2991400
YCL031C	1292800000
YNL240C	60997000
YML093W	5076600000
YBR262C	45844000
YER074W	1.16E+11
YOL080C	937150000
YOR096W	2.17E+11
YDL051W	5392400000
YGR214W	5242000000
YNL100W	309410000
YGL234W	27013000000
YLR295C	5782800000
YDL075W	1.20E+11
YMR124W	812990000
YCL054W	6545400000
YLR019W	146670000
YOR124C	3863700000
YPL086C	1209500000
YJR122W	19052000
YGR222W	69218000
YLR007W	5922400
YJL062W-A	1232100
YHL004W	1633500000
YOR294W	4406900000
YKL210W	67054000000
YER127W	481650000
YKL205W	490120000
YOR329C	66465000
YJL033W	5115400000
YPL118W	346200000
YGL257C	12847000
YDL148C	2965100000
YDL140C	13812000000
YHR019C	35467000000
YPL249C-A	99985000000
YKL211C	13671000000
YKL014C	1327600000
YCL037C	26079000000
YOL103W	124040000
YCR048W	223840000
YDL042C	481090000
YKR099W	225320000
YGR127W	133190000
YLR325C	33603000000
YMR239C	75774000
YDL004W	4046200000
YDR299W	4300500000
YLR328W	900440000
YNL287W	7573500000
YAL025C	1312500000
YNL271C	2699400000
YNL097C	94877000
YMR318C	15768000000
YMR131C	7506100000
YGR218W	11657000000
YLR249W	5.15E+11
YER017C	1119100000
YJL130C	1.05E+11
YMR083W	74439000000
YOR026W	51819000
YLR409C	572520000
YMR203W	16250000000
YJR003C	40551000
YIL173W	44661000
YGR090W	4032800000
YDR101C	7174300000
YNL232W	294820000
YOR092W	12771000
YKR056W	1202000000
YDR398W	685500000
YNL288W	195220000
YBL072C	37042000000
YDR465C	2162400000
YPL074W	173550000
YNL005C	893700000
YJR006W	181010000
YDR379C-A	75420000
YAL019W	2272200000
YBR079C	53114000000
YBL039C	21433000000
YMR135C	631300000
YOL097C	18800000000
YNL121C	35459000000
YJR080C	997560000
YPL146C	3428000000
YNL301C	8623600000
YGR125W	138050000
YOR130C	138720000
YPL253C	18694000
YLL014W	8393300
YIL052C	8807900000
YNL306W	247150000
YLR096W	1148100000
YEL024W	820520000
YOR176W	8081000000
YDR064W	26757000000
YML088W	24483000
YGR118W	35667000000
YJR016C	81719000000
YHR205W	1260200000
YHR036W	31411000
YMR194W	1522700000
YHL023C	57809000
YER174C	554250000
YLR406C	30865000000
YGL187C	2714800000
YCL017C	1138600000
YPL040C	281030000
YKR052C	66432000
YOR065W	346980000
YDR483W	6967100000
YLR061W	29405000000
YNL072W	394180000
YGR264C	70580000000
YPL202C	767750
YMR144W	117530000
YNR017W	3766100000
YKL022C	10352000000
YJL136C	61753000000
YIL137C	4489700000
YOR187W	13068000000
YDR367W	77235000
YPL079W	15437000000
YLR089C	2600600000
YJL180C	87940000
YDR462W	60944000
YLR180W	28405000000
YOL107W	456060
YNR057C	2022100
YJL050W	6808200000
YBR267W	1020800000
YOR322C	56894000
YNL209W	2839800000
YMR213W	163490000
YMR207C	2010700
YGL236C	21287000
YNL256W	1801800000
YML024W	1.66E+11
YKL099C	1252200000
YLR278C	84027000
YMR309C	19111000000
YBR059C	2166800000
YOR369C	46878000000
YNL070W	3717100000
YHR020W	68559000000
YJL171C	1331300000
YBR112C	3786800000
YPL081W	1.09E+11
YBR048W	1.03E+11
YGR157W	7676900000
YBL047C	24347000000
YJR123W	71736000000
YMR272C	5159300000
YLR176C	1782500
YHL019C	9235500
YGL148W	47346000000
YMR308C	4043300000
YBR187W	17823000
YDR036C	432570000
YHR137W	44153000000
YOL040C	1.22E+11
YDL083C	88374000000
YFL028C	3865100000
YNL221C	350450000
YHR119W	38356000
YDR382W	1.06E+11
YDR450W	2.22E+11
YNL217W	32080000
YOR316C	18853000
YIL014W	89425000
YDL202W	526970000
YJL190C	70690000000
YPL153C	207200000
YIL022W	7220400000
YBR263W	26351000000
YIL083C	1351800000
YPL140C	28367000
YGR061C	45163000000
YBR181C	1.31E+11
YHR161C	312970000
YCL011C	1994300000
YMR116C	2.33E+11
YHL015W	1.69E+11
YGL123W	2.26E+11
YPL160W	1.16E+11
YOR243C	4455700000
YDL019C	2611000000
YOL068C	14717000
YPL190C	4305200000
YER090W	25616000000
YPL093W	10207000000
YNL302C	2.62E+11
YBR089C-A	873150000
YDL180W	11095000
YDL058W	10124000000
YMR258C	16208000
YDL130W	25994000000
YDR237W	290080000
YMR003W	172880000
YIL019W	150530000
YBR021W	108420000
YFL033C	1584600000
YKL148C	6669700000
YEL055C	1576400000
YKL077W	80463000
YNR020C	74617000
YAR035W	1768200
YKL085W	24415000000
YBR104W	13192000
YMR012W	53548000000
YNL273W	1264500000
YLR382C	71603000
YMR216C	1054000000
YAL047C	187070000
YKL029C	11092000000
YGR027C	79626000000
YJL063C	172460000
YLL041C	2412100000
YPL015C	143450000
YNR009W	2195500
YDR527W	654450000
YNL304W	7176500
YOL121C	46816000000
YGR204W	78762000000
YJL070C	202290000
YDR258C	12497000000
YOR145C	874130000
YLR187W	787690000
YNR052C	92452000
YJR113C	1046900000
YNL177C	228390000
YOR227W	1328100000
YBR255C-A	33347000
YHR059W	11315000
YLR460C	103850000
YPR167C	100190000
YPL104W	101060000
YDL091C	4293800
YMR128W	2928200000
YDL117W	426980000
YKL156W	44877000000
YPR114W	155450000
YNL112W	15365000000
YNL125C	92693000
YNL185C	598930000
YKL155C	78673000
YEL019C	5266500
YPL012W	4766100000
YCL009C	7896400000
YFL004W	16281000000
YNL241C	24692000000
YLR410W	6949800000
YDL081C	54505000000
YER078C	644590000
YML063W	44048000000
YHR086W	189870000
YHR209W	66689000
YMR261C	7247200000
YPR111W	130990000
YLR432W	75090000000
YNL284C	1706400000
YLR163C	2406200000
YGR010W	9403600
YDR448W	123470
YGR212W	19096000
YDR436W	27852000
YPL173W	1214700000
YER043C	2.47E+11
YDR232W	5869100000
YJL016W	98641000
YGR121C	871390
YCR084C	8950800000
YBR084W	20270000000
YDR005C	31680000
YJL046W	297310000
YAL035W	26310000000
YDR037W	82772000000
YGR084C	750860000
YCR082W	4356100
YLR441C	1.88E+11
YBR235W	27177000
YLR384C	5963600000
YIL127C	682590000
YGL064C	249870000
YPL003W	129910000
YGR202C	676840000
YPR069C	35035000000
YPL127C	5576400000
YDR175C	480720000
YOL113W	13248000
YLR388W	7778400000
YLR153C	52789000000
YOL077W-A	1785100000
YGR159C	11392000000
YHR018C	63583000000
YDR533C	6469600000
YOR150W	468560000
YBR218C	56190000000
YGL202W	1.17E+11
YOR125C	260750000
YOR208W	799210
Q0045	111000000
YBL081W	113300000
YKL016C	7525000000
YKL004W	4079900
YHR080C	86411000
YGR150C	189150000
YPL089C	9055200
YER081W	49667000000
YGL157W	23542000000
YIL020C	692240000
YIR031C	79520000
YGR165W	731510000
YML119W	449360
YPL029W	2593300
YAL060W	9385800000
YGL189C	25634000000
YOR317W	68648000000
YNL080C	12430000
YGR254W	1.04E+12
YLR451W	65671000
YKR092C	3135400000
YNL242W	47941000
YDR268W	953590000
YLR347C	4369400000
YER055C	17540000000
YJR101W	2238300000
YIL093C	348140000
YGR286C	2068600000
YIL079C	114630000
YKR004C	1389100
YGL198W	6486000
YML056C	31668000000
YLR074C	2673700000
YBR268W	173040000
YHR120W	44528000
YBL017C	3284100000
YBR207W	50546000
YOR045W	934000000
YLR048W	376190000
YDR377W	2453200000
YJR059W	2774800000
YCR031C	1.29E+11
YKL141W	1053000000
YNL220W	22307000000
YJL096W	625570000
YNL134C	68236000000
YKL138C	102360000
YKL128C	1504900000
YPL226W	42471000000
YBR141C	3190600
YKR085C	647870000
YER156C	11976000000
YLR420W	21136000000
YNL068C	423710000
YOR303W	20004000000
YBR146W	959670000
YER154W	611360000
YKL120W	105560000
YJL056C	25957000
YNR001C	26861000000
YPL249C	2035600000
YDR127W	74583000000
YHR118C	289010
YJR098C	701790000
YPL245W	575710000
YER036C	35796000000
YEL071W	1.00E+11
YLR185W	160200000
YBL084C	1979200
YLR354C	1.09E+11
YOL023W	84405000
YML081C-A	356730000
YPL166W	179380000
YBR282W	360690000
YGL009C	89234000000
YER141W	581460000
YPR074C	1.77E+11
YJL166W	467210000
YFL059W	134230000
YJL071W	122150000
YJL102W	87499000
YNL239W	14212000000
YER052C	16162000000
YHR001W-A	237660000
YDR529C	3851900000
YDR035W	22437000000
YGR028W	17890000
YNL137C	1016800000
YER086W	15880000000
YOR201C	560020000
YDR514C	272700000
YGL224C	364570000
YJR103W	3064300000
YOR375C	91759000000
YNL096C	1.32E+11
YPL078C	4089600000
YCR046C	127760000
YBR177C	10090000000
YJR127C	157670000
YEL050C	129570000
YML032C	52489000
YFR049W	779320000
YBL038W	199640000
YHR199C	876170000
YOR158W	1165000000
YPR145W	1.46E+11
YER093C	16076000
YGL125W	3745400000
YGR233C	365220000
YDR502C	77577000000
YGL144C	8236400
YBR271W	42279000
YBR189W	2838400000
YGL129C	1417300000
YMR241W	19439000000
YHR208W	68971000000
YOR389W	35729000
YOR334W	11513000
YMR120C	15406000000
YER088C	2609400000
YLR363W-A	719530000
YPR058W	129130000
YDR497C	2044500000
YDL061C	2693700000
YJL191W	1912900000
YHL032C	16476000
YGL002W	4954700
YDR224C	56707000000
YDL027C	140720
YOR108W	8209900000
YMR062C	24407000000
YLR203C	757020000
YDR405W	189530000
YAR031W	204600000
YBR251W	991140000
YMR193W	298380000
YER038C	2528900
YPL112C	404340000
YBR192W	45134000
YJL153C	388040000
YLR214W	29159000
YNL104C	4497000000
YDR225W	13115000000
YMR108W	78355000000
YBR009C	4000900000
YAL039C	497440000
Q0140	821740000
YHR163W	9922500000
YDR339C	434770
YOL143C	14709000000
YJR073C	23803000
YPL013C	256730000
YMR319C	15686000
YMR189W	9420300000
YDR425W	1489900
YLR299W	1136700000
YDR481C	3350200000
YGR215W	201300000
YHR094C	5209000000
YDR494W	223040000
YER072W	252160000
YBR010W	64316000
YJR109C	1.76E+11
YDL174C	10324000000
Q0050	9152900
YGR245C	3516500000
YNL124W	321880000
YDR322C-A	989000000
YNL274C	6427500000
YGL045W	34641000
YDL066W	36869000000
YJL012C	11280000000
YHL010C	4008800
YBR145W	6164100000
YKL216W	51761000000
YIL116W	4697400000
YHR183W	1.51E+11
YOL058W	1.79E+11
YKR057W	340090
YOL147C	32433000
YOR140W	52281000
YDL198C	18735000000
YDR464W	302780000
YCL026C-B	1112600000
YGR097W	1339700000
YER001W	1887700000
YCL030C	74924000000
YLR424W	758940
YNL268W	933030000
YIL121W	93727000
YER024W	467760000
YIR032C	10130000
YLR130C	17453000
YPR124W	1028700000
YER095W	60759000
YBR043C	132740000
YER060W	52757000
YGR088W	1725900000
YOR222W	5748500000
YIL016W	2685400000
YGR256W	76273000
YER069W	95918000000
YJL088W	6044000000
YHR216W	12803000000
YGR234W	33514000000
YMR043W	26796000
