b4403	257.717751602
b4402	41.2300953427
b4401	386.95030154
b4400	31.8523054454
b4399	34.7201487553
b4398	76.7058854022
b4397	304.110257597
b4396	248.20190716
b4395	131.143280118
b4394	132.306662023
b4393	173.217394438
b4392	137.230607435
b4391	324.622496098
b4390	248.722010175
b4389	232.364823197
b4388	309.033227359
b4387	336.42705398
b4386	101.869781525
b4385	90.1145752971
b4384	606.241570785
b4383	334.25216643
b4382	255.095609607
b4381	325.210325518
b4380	69.9333262247
b4379	142.835882106
b4378	129.78428029
b4377	214.6932724
b4376	875.656070889
b4375	241.57480121
b4374	82.1573325127
b4373	331.244723796
b4372	335.81564634
b4371	91.6135809701
b4367	348.064125194
b4366	13.4263247775
b4365	24.5562203456
b4364	103.182194042
b4363	27.7216451853
b4362	348.849523838
b4361	95.1027510334
b4360	172.156293227
b4359	92.7371238131
b4358	116.836341339
b4357	33.5536772908
b4356	70.3538315857
b4355	181.186670246
b4354	26.5656538331
b4353	242.554272997
b4352	212.41073808
b4351	151.642184729
b4350	227.709994711
b4349	206.539517346
b4348	106.650875445
b4347	23.0151478757
b4346	103.895313245
b4345	44.4183585342
b4341	47.3714086535
b4340	83.6739811987
b4337	65.631601912
b4336	67.8859236723
b4335	85.5142206304
b4334	67.3082572783
b4333	19.1853619656
b4332	48.762035818
b4331	52.1050209162
b4330	22.5589418372
b4329	77.0666321707
b4328	57.5247593858
b4327	44.1733889571
b4326	21.1504358775
b4325	32.1599036535
b4324	103.13365543
b4323	97.5331777072
b4322	71.1515071651
b4321	17.331056906
b4320	50.300230119
b4319	46.7652044827
b4318	63.0022238426
b4317	39.6222233359
b4316	94.1414913886
b4315	160.023428955
b4314	560.774631887
b4313	72.5894533783
b4312	94.8079419772
b4311	24.4085800353
b4310	103.828318578
b4309	23.1021840298
b4307	60.6865987098
b4306	47.0585500632
b4305	47.2500214718
b4304	66.8729545515
b4303	59.5100455236
b4302	84.9761493854
b4301	114.289568344
b4300	23.3972613899
b4299	14.5281106145
b4298	74.8197903975
b4297	23.680240684
b4296	47.187823753
b4295	135.808434238
b4294	104.510786096
b4293	128.15470006
b4292	49.760614094
b4291	80.3944946864
b4290	41.335628204
b4289	58.5117111602
b4288	57.8566431606
b4287	52.6978098929
b4284	177.891492021
b4280	69.3374476882
b4279	15.7066801451
b4278	69.8864950012
b4277	62.1248701399
b4272	439.445989173
b4269	101.386753228
b4268	14.1630222013
b4267	152.690765093
b4266	75.1996436547
b4265	177.342038187
b4264	81.8484578285
b4263	161.728784707
b4262	91.0724201653
b4261	288.772218859
b4260	459.811067059
b4259	428.594316603
b4258	410.40900452
b4257	7.77505631639
b4256	145.408509839
b4255	658.199024565
b4254	427.999982846
b4253	9.78897779611
b4252	114.659583793
b4251	67.3443563464
b4249	29.8590514953
b4248	95.8140815445
b4246	545.271545608
b4245	1911.11474851
b4244	1664.11256623
b4243	1117.04582372
b4242	154.090904849
b4241	69.5977837605
b4240	94.4846764483
b4239	271.279618624
b4238	120.315754897
b4237	33.5771742068
b4235	230.366690994
b4234	383.676994148
b4233	236.824602889
b4232	473.182357018
b4231	13.4816685515
b4230	36.3928202155
b4227	79.4345359089
b4226	632.738611997
b4225	175.157312828
b4224	88.2155529234
b4222	363.366390081
b4221	283.48175408
b4220	141.750796153
b4219	212.171297189
b4218	216.864745173
b4217	95.1576313735
b4216	55.8264771003
b4215	26.5926956125
b4214	186.114355652
b4213	106.097193792
b4212	162.460359966
b4211	146.888896848
b4210	60.8828670667
b4209	33.7522221655
b4208	281.978439284
b4207	547.415537559
b4206	210.506512237
b4204	11.2397212916
b4203	675.924154834
b4202	1301.81207431
b4201	1497.98937042
b4200	1445.77499534
b4199	115.034721406
b4198	47.6090608519
b4197	32.4467205062
b4196	62.7915646411
b4195	45.7546744881
b4194	50.721548522
b4193	81.37486082
b4192	63.0384855191
b4191	83.0320031765
b4190	96.4164644176
b4189	74.7397057531
b4188	76.4814044854
b4187	104.808766016
b4186	21.8288707063
b4185	7.43548929392
b4184	343.916797572
b4183	8.01664363845
b4182	28.5156620753
b4181	19.800696599
b4180	47.3774251649
b4179	404.01361556
b4178	202.914406648
b4177	408.582098978
b4176	40.2966905194
b4175	378.268638267
b4174	486.920328953
b4173	672.034561549
b4172	780.265909483
b4171	1081.10285969
b4170	143.07808734
b4169	195.274982011
b4168	208.855874217
b4167	395.395369569
b4166	101.364882397
b4162	153.513726281
b4161	300.079194991
b4160	256.432819907
b4159	88.9685111887
b4158	21.7536887056
b4157	73.2388300833
b4156	41.1174077112
b4155	103.3398429
b4154	461.611955254
b4153	81.3229074315
b4152	103.58351161
b4151	47.156440329
b4150	85.4247860022
b4149	239.288364288
b4148	74.3042404179
b4147	660.01942577
b4146	134.927747063
b4145	77.0425661253
b4144	493.667765131
b4143	701.532541059
b4142	1459.07229847
b4141	124.657887401
b4140	110.266717463
b4139	136.400654085
b4138	245.593424272
b4137	197.47865125
b4136	171.96409008
b4135	355.898598626
b4133	88.2789702052
b4132	53.4921519998
b4131	104.646889339
b4130	53.0514018911
b4129	114.605353886
b4128	16.9632691931
b4127	275.304176893
b4126	241.40552585
b4125	86.6016644052
b4124	210.355936845
b4123	58.7203377565
b4122	11.4006873615
b4121	52.0098136893
b4120	32.9807265408
b4119	68.7892134173
b4118	33.0426803469
b4117	18.4558680946
b4116	9.55030116468
b4115	14.8640108173
b4114	61.9290083041
b4113	115.05122616
b4112	108.107196409
b4111	391.191942043
b4110	54.9535951289
b4109	28.7154265131
b4108	364.685957368
b4107	95.7408264536
b4106	72.4487157952
b4105	148.77629272
b4102	44.5919430171
b4101	98.6879413658
b4100	49.278561448
b4099	64.9676717538
b4098	221.260375846
b4097	32.5716037689
b4096	63.6180219099
b4095	18.8409898645
b4094	185.916379906
b4093	119.657516034
b4092	83.9409029118
b4090	144.663438081
b4089	130.307879386
b4088	65.2256500041
b4087	46.6765828965
b4086	25.9112525281
b4085	133.323371137
b4084	114.738611482
b4083	212.891002033
b4082	268.473403903
b4081	87.0435527728
b4080	107.504407015
b4079	74.736534889
